																																																	
xml-file	xml-ID		Titolo articolo in xml	CAVE!	Titolo PDF	Tipologia articolo	Settore	Lettera	N. articolo per app.	Rinvii a fine articolo	Rinvii all'interno dell'articolo (fino a vol. IX compreso)	Indicazione settore nel titolo art.	titolo art. integrale	titolo art. senza significato e m. morf.	Indicazione settore nel titolo art.	Etimo/etimi	Etimo 1	Etimo 2	Etimo 3	Etimo 4	Etimo 5	Etimo 6	Etimo 7	Etimo 8	Etimo 9	Etimo 10	Etimo 11	Etimo 12	Etimo 13	Etimo 14	m.morf.	Significato	Volume	Fascicolo	Data pubbl.	Nr. col. inizio	Nr. col. fine	Autore1	Autore2	Autore3	Autore4	Nome rimando 	Coord. rimando 	Note 	SGML/XML	PDF Scan	PDF Verlag	PDF Direzione	DOC
	ya01820	31866.09			assignatio		Latinismi	A					assīgnātio 'assegnamento'	assīgnātio		assīgnātio	assīgnātio															"assegnamento"	III - 2	27	1989	1866	1867	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01821	31867.25			assimilāre		Latinismi	A		fr. assembler			assimilāre 'far simile; paragonare'	assimilāre		assimilāre	assimilāre															"far simile; paragonare"	III - 2	27	1989	1867	1871	Calabrò Fazio, Annamaria	Pfister, Max						xml-Trier	PDF Scan			
	ya01822	31872.01			assimilatio		Latinismi	A					assimilātio 'formazione simile'	assimilātio		assimilātio	assimilātio															"formazione simile"	III - 2	27	1989	1872	1873	Calabrò Fazio, Annamaria	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01823	31873.49			assimiliare		Latinismi	A		*similiāre			*assimiliāre -> *similiāre 	*assimiliāre		*assimiliāre	*assimiliāre															"*assimiliāre"	III - 2	27	1989	1873	1873	N/A				*similiāre	N/A	L'intero articolo e`un rinvio ad un altro. Manca in PDF sia in A pub che sul sito.	xml-Trier	PDF Scan			
	ya01824	31874.01			assimulare		Latinismi	A					assimulāre 'riprodurre, imitare'	assimulāre		assimulāre	assimulāre															"riprodurre, imitare"	III - 2	27	1989	1874	1874	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01825	31874.11			assis		Latinismi	A		axis			assis -> axis	assis		assis	assis															"assis"	III - 2	27	1989	1874	1874	N/A				axis	LEI 3-2,2710	ATT.: il rimando non specifica a quale axis si riferisca. Temporaneamente si è inserito il primo axis in ordine di comparizione qua su lemmario.	xml-Trier	PDF Scan			
	ya01826	31874.16			assistentia		Latinismi	A					assistentia 'aiuto'	assistentia		assistentia	assistentia															"aiuto"	III - 2	27	1989	1874	1876	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01827	31876.11			assistere		Latinismi	A					assistere 'stare vicino, esser presente; aiutare'	assistere		assistere	assistere															"stare vicino, esser presente; aiutare"	III - 2	27	1989	1876	1880	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01828	31880.39			assius		Latinismi	A					assius 'specie di pietra'	assius		assius	assius															"specie di pietra"	III - 2	27	1989	1880	1881	Fazio, Federico	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01829	31881.1			associare		Latinismi	A					associāre 'aggiungere, associare; unire, assicurare, fermare'	associāre		associāre	associāre															"aggiungere, associare; unire, assicurare, fermare"	III - 2	27	1989	1881	1887	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01830	31887.16			assuefacere		Latinismi	A					assuēfacere 'assuefare a qc., abituare, avvezzare'	assuēfacere		assuēfacere	assuēfacere															"assuefare a qc., abituare, avvezzare"	III - 2	27	1989	1887	1889	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01831	31889.27			assuetudo		Latinismi	A					assuētūdo 'abitudine, consuetudine'	assuētūdo		assuētūdo	assuētūdo															"abitudine, consuetudine"	III - 2	27	1989	1889	1889	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01832	31889.41			assuetus		Latinismi	A		desuetus, inassuetus			assuētus 'abituato, abituale'	assuētus		assuētus	assuētus															"abituato, abituale"	III - 2	27	1989	1889	1890	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01833	31890.14			assula_ascla		Latinismi	A					assula/ascla 'scheggia'	assula/ascla		assula, ascla	assula	ascla														"scheggia"	III - 2	27	1989	1890	1893	Marinucci, Marcello	Pfister, Max						xml-Trier	PDF Scan			
	ya01834	31893.44			assumere		Latinismi	A		sumere 			assūmere 'assumere'	assūmere		assūmere	assūmere															"assumere"	III - 2	27	1989	1893	1897	Calò, Fernando	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01835	31897.43			assumptio		Latinismi	A					assūmptio 'l'assumere; la premessa minore di un sillogismo'	assūmptio		assūmptio	assūmptio															"l'assumere; la premessa minore di un sillogismo"	III - 2	27	1989	1897	1899	Calò, Fernando							xml-Trier	PDF Scan			
	ya01836	31899.51			assumptivus		Latinismi	A					assūmptīvus 'pertinente ad un assunto'	assūmptīvus		assūmptīvus	assūmptīvus															"pertinente ad un assunto"	III - 2	27	1989	1899	1900	Calò, Fernando							xml-Trier	PDF Scan			
	ya01837	31900.19			assumptor		Latinismi	A					assūmptor 'colui che assume'	assūmptor		assūmptor	assūmptor															"colui che assume"	III - 2	27	1989	1900	1900	Calò, Fernando							xml-Trier	PDF Scan			
	ya01838	31900.4			assumptus		Latinismi	A					assūmptus 'còmpito, incarico; tesi'	assūmptus		assūmptus	assūmptus															"còmpito, incarico; tesi"	III - 2	27	1989	1900	1902	Calò, Fernando	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01839	31902.28			assurgere		Latinismi	A		surgere 			assurgere 'alzarsi, sollevarsi; innalzarsi'	assurgere		assurgere	assurgere															"alzarsi, sollevarsi; innalzarsi"	III - 2	27	1989	1902	1903	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01840	31903.29			assus		Latinismi	A					assus 'secco, asciutto'	assus		assus	assus															"secco, asciutto"	III - 2	27	1989	1903	1903	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01841	31903.42			assyrius		Latinismi	A					assyrius 'dell'Assiria'	assyrius		assyrius	assyrius															"dell'Assiria"	III - 2	27	1989	1903	1904	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01842	31904.39			astacus		Latinismi	A					astacus 'gambero'	astacus		astacus	astacus															"gambero"	III - 2	27	1989	1904	1906	Lupis, Antonio							xml-Trier	PDF Scan			
	ya01843	31906.35			astare		Latinismi	A		stare 			astāre 'stare, fermarsi vicino a q./qc.'	astāre		astāre	astāre															"stare, fermarsi vicino a q./qc."	III - 2	27	1989	1906	1907	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01844	31907.37			astella		Latinismi	A		asser, *assicella, assula, axis, hasta			astella 'scheggia; ciocco'	astella		astella	astella															"scheggia; ciocco"	III - 2	27	1989	1907	1912	Holtus, Günther	Schweickard, Wolfgang						xml-Trier	PDF Scan			
	ya01845	31912.22			astellare		Latinismi	A					*astellāre 'scheggiare; spezzare'	*astellāre		*astellāre	*astellāre															"scheggiare; spezzare"	III - 2	27	1989	1912	1913	Bork, Hans-Dieter	Pfister, Max						xml-Trier	PDF Scan			
	ya01846	31913.41			aster		Latinismi	A		bellis; asteriscus; astrum; bellis; stella; gr. astḗr, aster			astēr 'astro, fiore delle composite'	astēr		astēr	astēr															"astro, fiore delle composite"	III - 2	27	1989	1913	1916	Zamboni, Alberto							xml-Trier	PDF Scan			
	ya01847	31916.45			astercum		Latinismi	A					astercum 'erba parietaria'	astercum		astercum	astercum															"erba parietaria"	III - 2	27	1989	1916	1917	Lupis, Antonio							xml-Trier	PDF Scan			
	ya01848	31917.16			asteria		Latinismi	A					asteria 'specie di pietra preziosa'	asteria		asteria	asteria															"specie di pietra preziosa"	III - 2	27	1989	1917	1917	Tancke, Gunnar							xml-Trier	PDF Scan			
	ya01849	31917.45			asterites		Latinismi	A		asteria			asteritēs 'specie di pietra preziosa'	asteritēs		asteritēs	asteritēs															"specie di pietra preziosa"	III - 2	27	1989	1917	1918	Tancke, Gunnar							xml-Trier	PDF Scan			
	ya01850	31918.12			asteriscus		Latinismi	A		gr. asterískos			asteriscus 'asterisco'	asteriscus		asteriscus	asteriscus															"asterisco"	III - 2	27	1989	1918	1919	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01851	31919.2			asthma		Latinismi	A					asthma 'difficoltà di respiro'	asthma		asthma	asthma															"difficoltà di respiro"	III - 2	27/28	1989	1919	1924	Marinucci, Marcello	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01852	31924.48			asthmaticus		Latinismi	A					asthmaticus 'asmatico'	asthmaticus		asthmaticus	asthmaticus															"asmatico"	III - 2	28	1989	1924	1925	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01853	31925.46			Asti		Latinismi	A					Asti	Asti		Asti	Asti															"Asti"	III - 2	28	1989	1925	1926	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01854	31926.27			asticula		Latinismi	A					*asticula 'scheggia'	*asticula		*asticula	*asticula															"scheggia"	III - 2	28	1989	1926	1926	Bork, Hans-Dieter	Pfister, Max						xml-Trier	PDF Scan			
	ya01855	31927.01			astolon		Latinismi	A					astolon 'gemma luminescente'	astolon		astolon	astolon															"gemma luminescente"	III - 2	28	1989	1927	1927	Lupis, Antonio							xml-Trier	PDF Scan			
	ya01856	31927.22			astracum		Latinismi	A		ostracum			astracum 'pavimento'	astracum		astracum	astracum															"pavimento"	III - 2	28	1989	1927	1954	Marinucci, Marcello	Glessgen, Martin-Dietrich	Pfister, Max					xml-Trier	PDF Scan			
	ya01857	31954.31			Astracus		Latinismi	A					Astraeus	Astraeus		Astraeus	Astraeus															"Astraeus"	III - 2	28	1989	1954	1954	Marinucci, Marcello						Il nome del PDF e`Astracus, ma l'articolo e`Astraeus.	xml-Trier	PDF Scan			
	ya01858	31954.43			astragalizontes		Latinismi	A					astragalizontes 'giocatore di dadi'	astragalizontes		astragalizontes	astragalizontes															"giocatore di dadi"	III - 2	28	1989	1954	1955	Fazio, Federico							xml-Trier	PDF Scan			
	ya01859	31955.09			astragalus		Latinismi	A		gr. astrágalos			astragalus 'modanatura; sorta di leguminosa'	astragalus		astragalus	astragalus															"modanatura; sorta di leguminosa"	III - 2	28	1989	1955	1956	Fazio, Federico	Zamboni, Alberto						xml-Trier	PDF Scan			
	ya01860	31956.33			astralis		Latinismi	A					astrālis 'degli astri'	astrālis		astrālis	astrālis															"degli astri"	III - 2	28	1989	1956	1957	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01861	31957.38			astrifer		Latinismi	A					astrifer 'stellato'	astrifer		astrifer	astrifer															"stellato"	III - 2	28	1989	1957	1958	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01862	31958.11			astringere		Latinismi	A					astringere 'stringere; costringere'	astringere		astringere	astringere															"stringere; costringere"	III - 2	28	1989	1958	1961	Schweickard, Wolfgang	Pfister, Max						xml-Trier	PDF Scan			
	ya01863	31961.16			astrion		Latinismi	A					astrion 'specie di pietra preziosa'	astrion		astrion	astrion															"specie di pietra preziosa"	III - 2	28	1989	1961	1961	Tancke, Gunnar							xml-Trier	PDF Scan			
	ya01864	31961.38			astriotes		Latinismi	A		asteria, astrion			astriotēs 'specie di pietra preziosa'	astriotēs		astriotēs	astriotēs															"specie di pietra preziosa"	III - 2	28	1989	1961	1962	Lupis, Antonio	Tancke, Gunnar						xml-Trier	PDF Scan			
	ya01865	31963.01			astrologia		Latinismi	A		astronomia			astrologia 'astronomia; astrologia'	astrologia		astrologia	astrologia															"astronomia; astrologia"	III - 2	28	1989	1963	1964	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01866	31964.35			astrologicus		Latinismi	A					astrologicus 'astronomico, relativo all'astronomia'	astrologicus		astrologicus	astrologicus															"astronomico, relativo all'astronomia"	III - 2	28	1989	1964	1965	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01867	31965.16			astrologus		Latinismi	A					astrologus 'astrònomo, astròlogo'	astrologus		astrologus	astrologus															"astrònomo, astròlogo"	III - 2	28	1989	1965	1978	Marinucci, Marcello	Pfister, Max						xml-Trier	PDF Scan			
	ya01868	31979.01			astronomia		Latinismi	A					astronomia 'scienza che studia i corpi celesti'	astronomia		astronomia	astronomia															"scienza che studia i corpi celesti"	III - 2	28	1989	1979	1980	Neumann, Jeannette	Pfister, Max						xml-Trier	PDF Scan			
	ya01869	31980.34			astronomicus		Latinismi	A					astronomicus 'che riguarda l'astronomia'	astronomicus		astronomicus	astronomicus															"che riguarda l'astronomia"	III - 2	28	1989	1980	1981	Neumann, Jeannette							xml-Trier	PDF Scan			
	ya01870	31981.17			astronomus		Latinismi	A					astronomus 'studioso di astronomia'	astronomus		astronomus	astronomus															"studioso di astronomia"	III - 2	28	1989	1981	1981	Neumann, Jeannette							xml-Trier	PDF Scan			
	ya01871	31982.01			astrosus		Latinismi	A		abstrusus 			astrōsus 'nato sotto cattivo astro'	astrōsus		astrōsus	astrōsus															"nato sotto cattivo astro"	III - 2	28	1989	1982	1982	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01872	31982.29			astrucus		Latinismi	A					*astrūcus 'fortunato'	*astrūcus		*astrūcus	*astrūcus															"fortunato"	III - 2	28	1989	1982	1984	Glessgen, Martin-Dietrich	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01873	31984.26			astrum		Latinismi	A		gr. astḗr; gr. astrolábion			astrum 'corpo celeste luminoso, astro, stella'	astrum		astrum	astrum															"corpo celeste luminoso, astro, stella"	III - 2	28	1989	1984	1992	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01874	31992.17			Asturia		Latinismi	A					Asturia	Asturia		Asturia	Asturia															"Asturia"	III - 2	28	1989	1992	1992	Glessgen, Martin-Dietrich							xml-Trier	PDF Scan			
	ya01875	31992.42			astutia		Latinismi	A					astūtia 'scaltrezza, furberia, accortezza'	astūtia		astūtia	astūtia															"scaltrezza, furberia, accortezza"	III - 2	28	1989	1992	1994	Marinucci, Marcello	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01876	31994.23			astutus		Latinismi	A					astūtus 'furbo, scaltro, sagace, accorto'	astūtus		astūtus	astūtus															"furbo, scaltro, sagace, accorto"	III - 2	28	1989	1994	1995	Marinucci, Marcello							xml-Trier	PDF Scan			
	ya01877	31995.41			asyla		Latinismi	A					asyla 'specie di pianta'	asyla		asyla	asyla															"specie di pianta"	III - 2	28	1989	1995	1995	Tancke, Gunnar							xml-Trier	PDF Scan			
	ya01878	31996.01			asylum		Latinismi	A					asȳlum 'asilo, luogo di rifugio'	asȳlum		asȳlum	asȳlum															"asilo, luogo di rifugio"	III - 2	28	1989	1996	1998	Cornagliotti, Anna							xml-Trier	PDF Scan			
	ya01879	31998.44			asynartetus		Latinismi	A					asynartetus '(verso) incoerente'	asynartetus		asynartetus	asynartetus															"(verso) incoerente"	III - 2	28	1989	1998	1999	Tancke, Gunnar							xml-Trier	PDF Scan			
	ya01880	31999.1			Atalanta		Latinismi	A					Atalanta	Atalanta		Atalanta	Atalanta															"Atalanta"	III - 2	28	1989	1999	1999	Schweickard, Wolfgang							xml-Trier	PDF Scan			
	ya01881	31999.25			atavus		Latinismi	A					atavus 'padre del trisnonno; antenato'	atavus		atavus	atavus															"padre del trisnonno; antenato"	III - 2	28	1989	1999	2000	Glessgen, Martin-Dietrich							xml-Trier	PDF Scan			
	ya01882	32000.26			atellana		Latinismi	A					ātellāna (fābella) 'breve farsa'	ātellāna (fābella)		ātellāna fābella	ātellāna fābella															"breve farsa"	III - 2	28	1989	2000	2001	Fazio, Federico							xml-Trier	PDF Scan			
	ya01883	32001.1			atellanicus		Latinismi	A					ātellānicus 'di Atella'	ātellānicus		ātellānicus	ātellānicus															"di Atella"	III - 2	28	1989	2001	2001	Fazio, Federico							xml-Trier	PDF Scan			
	ya01884	32001.24			atellanus		Latinismi	A					ātellānus 'attore di atellane'	ātellānus		ātellānus	ātellānus															"attore di atellane"	III - 2	28	1989	2001	2001	Fazio, Federico							xml-Trier	PDF Scan			
	ya01885	32001.43			ater		Latinismi	A					āter 'nero, opaco'	āter		āter	āter															"nero, opaco"	III - 2	28	1989	2001	2005	Fanciullo, Franco							xml-Trier	PDF Scan			
	ya01886	32005.33			ateramum		Latinismi	A		teramum 			ateramum 'pianta parassita della fava'	ateramum		ateramum	ateramum															"pianta parassita della fava"	III - 2	28	1989	2005	2006	Lupis, Antonio	Zamboni, Alberto						xml-Trier	PDF Scan			
	ya01887	32006.12			Athamas		Latinismi	A					Athamās	Athamās		Athamās	Athamās															"Athamās"	III - 2	28	1989	2006	2006	Zamboni, Alberto							xml-Trier	PDF Scan			
	ya01888	32006.42			Athenaeum		Latinismi	A					Athēnaeum 'tempio di Atena'	Athēnaeum		Athēnaeum	Athēnaeum															"tempio di Atena"	III - 2	28	1989	2006	2007	Fazio, Federico							xml-Trier	PDF Scan			
	ya01889	32007.24			athera		Latinismi	A					athēra 'pappa (per i bambini)'	athēra		athēra	athēra															"pappa (per i bambini)"	III - 2	28	1989	2007	2007	Fazio, Federico							xml-Trier	PDF Scan			
	ya01890	32007.43			atheroma		Latinismi	A		gr. athērōma			athērōma 'tumore'	athērōma		athērōma	athērōma															"tumore"	III - 2	28	1989	2007	2008	Fazio, Federico							xml-Trier	PDF Scan			
	ya01891	32008.29			Athesis		Latinismi	A		Tesa; Ticinus			Athesis 'Adige'	Athesis		Athesis	Athesis															"Adige"	III - 2	28	1989	2008	2009	Fazio, Federico	Pfister, Max						xml-Trier	PDF Scan			
	ya01892	32009.27			athleta		Latinismi	A					āthlēta 'atleta'	āthlēta		āthlēta	āthlēta															"atleta"	III - 2	28	1989	2009	2010	Schweickard, Wolfgang							xml-Trier	PDF Scan			
	ya01893	32010.3			athleticus		Latinismi	A					āthlēticus 'atletico'	āthlēticus		āthlēticus	āthlēticus															"atletico"	III - 2	28	1989	2010	2011	Schweickard, Wolfgang							xml-Trier	PDF Scan			
	ya01894	32011.29			atinia		Latinismi	A					(ulmus) atinia 'sorta di olmo'	(ulmus) atinia		ulmus atinia	ulmus atinia															"sorta di olmo"	III - 2	28	1989	2011	2011	Zamboni, Alberto							xml-Trier	PDF Scan			
	ya01895	32012.01			atlanteus		Latinismi	A		atlas 			atlantēus 'atlantico'	atlantēus		atlantēus	atlantēus															"atlantico"	III - 2	28	1989	2012	2012	Schweickard, Wolfgang							xml-Trier	PDF Scan			
	ya01896	32012.19			atlanticus		Latinismi	A		Atlas 			atlanticus 'pertinente all'Oceano, al monte Atlante'	atlanticus		atlanticus	atlanticus															"pertinente all'Oceano, al monte Atlante"	III - 2	28	1989	2012	2013	Schweickard, Wolfgang							xml-Trier	PDF Scan			
	ya01897	32014.01			Atlas		Latinismi	A		atlanteus, atlanticus, gr. Atlas			Atlās 'titano mitologico'	Atlās		Atlās	Atlās															"titano mitologico"	III - 2	28	1989	2014	2014	Schweickard, Wolfgang							xml-Trier	PDF Scan			
	ya01898	32015.01			atomum		Latinismi	A					atomum 'frazione del tempo, attimo'	atomum		atomum	atomum															"frazione del tempo, attimo"	III - 2	28	1989	2015	2017	Cornelissen, Ralf	Pfister, Max						xml-Trier	PDF Scan			
	ya01899	32017.01			atomus		Latinismi	A					atomus 'cosa indivisibile'	atomus		atomus	atomus															"cosa indivisibile"	III - 2	28	1989	2017	2021	Cornelissen, Ralf	Pfister, Max						xml-Trier	PDF Scan			
	ya01900	32021.2			atractylis		Latinismi	A					atractylis 'atràttile, scardaccione selvatico'	atractylis		atractylis	atractylis															"atràttile, scardaccione selvatico"	III - 2	28	1989	2021	2022	Zamboni, Alberto							xml-Trier	PDF Scan			
	ya01901	32022.22			atramentum		Latinismi	A					atramentum 'inchiostro'	atramentum		atramentum	atramentum															"inchiostro"	III - 2	28	1989	2022	2023	Sallach, Elke	Pfister, Max						xml-Trier	PDF Scan			
	ya01902	32023.45			atreus		Latinismi	A		ater 			*atreus 'nerastro'	*atreus		*atreus	*atreus															"nerastro"	III - 2	28	1989	2023	2024	Fanciullo, Franco	Pfister, Max						xml-Trier	PDF Scan			
	ya01903	32024.13			atriarius		Latinismi	A					ātriārius 'servo che pulisce l'atrio'	ātriārius		ātriārius	ātriārius															"servo che pulisce l'atrio"	III - 2	28	1989	2024	2024	Neumann, Jeannette							xml-Trier	PDF Scan			
	ya01904	32024.23			atriensis		Latinismi	A					ātriēnsis 'addetto ai servizi dell'atrio'	ātriēnsis		ātriēnsis	ātriēnsis															"addetto ai servizi dell'atrio"	III - 2	28	1989	2024	2024	Pfister, Max							xml-Trier	PDF Scan			
	ya01905	32024.32			atrineus_atrinea		Latinismi	A		*agranio/*agrinia; Alexander; *alisa; ater; *atrinus; solatrum; unedo 			*atrīneus/*atrīnea 'nero, opaco'	*atrīneus/*atrīnea		*atrīneus, *atrīnea	*atrīneus	*atrīnea														"nero, opaco"	III - 2	28	1989	2024	2034	Fanciullo, Franco							xml-Trier	PDF Scan			
	ya01906	32034.16			atrinus		Latinismi	A		ater; *atrineus			*atrīnus 'nerastro'	*atrīnus		*atrīnus	*atrīnus															"nerastro"	III - 2	28	1989	2034	2035	Fanciullo, Franco	Pfister, Max						xml-Trier	PDF Scan			
	ya01907	32035.11			atriplex		Latinismi	A		triplex; gr. atráphaxis			atriplex 'atrìplice, bietolone'	atriplex		atriplex	atriplex															"atrìplice, bietolone"	III - 2	28	1989	2035	2038	Zamboni, Alberto							xml-Trier	PDF Scan			
	ya01908	32038.37			atrium		Latinismi	A					ātrium 'sala principale della casa romana'	ātrium		ātrium	ātrium															"sala principale della casa romana"	III - 2	28	1989	2038	2039	Neumann, Jeannette	Pfister, Max						xml-Trier	PDF Scan			
	ya01909	32039.49			atrocitas		Latinismi	A					atrōcitas 'ferocia, crudeltà'	atrōcitas		atrōcitas	atrōcitas															"ferocia, crudeltà"	III - 2	28	1989	2039	2040	Calò, Fernando							xml-Trier	PDF Scan			
	ya01910	32040.22			atrophia		Latinismi	A					atrophia 'consunzione'	atrophia		atrophia	atrophia															"consunzione"	III - 2	28	1989	2040	2041	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01911	32041.38			atrophus		Latinismi	A					atrophus 'consunto, cachettico'	atrophus		atrophus	atrophus															"consunto, cachettico"	III - 2	28	1989	2041	2041	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01912	32042.01			Atropos		Latinismi	A					Atropos 'una delle tre Parche'	Atropos		Atropos	Atropos															"una delle tre Parche"	III - 2	28	1989	2042	2043	Sallach, Elke							xml-Trier	PDF Scan			
	ya01913	32043.24			atrox		Latinismi	A					atrox 'orribile, crudele'	atrox		atrox	atrox															"orribile, crudele"	III - 2	28	1989	2043	2044	Calò, Fernando							xml-Trier	PDF Scan			
	ya01914	32044.26			atta		Latinismi	A					atta 'papà'	atta		atta	atta															"papà"	III - 2	28	1989	2044	2046	Calabrò Fazio, Annamaria						Sul sito c'e`un solo atta sotto il quale si trovano i due articoli.	xml-Trier	PDF Scan			
	ya01915	32046.3			atta		Latinismi	A					atta 'chi cammina strisciando a terra le piante dei piedi'	atta		atta	atta															"chi cammina strisciando a terra le piante dei piedi"	III - 2	28	1989	2046	2046	Fazio, Federico						Secondo significato dell'omonimo aggiunto in quanto non presente come articolo a sé stante.	xml-Trier	PDF Scan			
	ya01916	32046.44			attactus		Latinismi	A					attactus 'tocco, contatto'	attactus		attactus	attactus															"tocco, contatto"	III - 2	28	1989	2046	2047	Fazio, Federico							xml-Trier	PDF Scan			
	ya01917	32047.1			attagen_attagena		Latinismi	A					attagēn/attagēna 'francolino'	attagēn/attagēna		attagēn, attagēna	attagēn	attagēna														"francolino"	III - 2	28	1989	2047	2047	Fazio, Federico	Lupis, Antonio						xml-Trier	PDF Scan			
	ya01918	32048.01			attegia		Latinismi	A					attegia 'capanna'	attegia		attegia	attegia															"capanna"	III - 2	28	1989	2048	2052	Crevatin, Franco							xml-Trier	PDF Scan			
	ya01919	32052.28			attelebus_attelabus		Latinismi	A					attelebus/attelabus 'insetto simile alla locusta'	attelebus/attelabus		attelebus, attelabus	attelebus	attelabus														"insetto simile alla locusta"	III - 2	28	1989	2052	2053	Lupis, Antonio							xml-Trier	PDF Scan			
	ya01920	32053.17			attendere		Latinismi	A					attendere 'prestare attenzione'	attendere		attendere	attendere															"prestare attenzione"	III - 2	28	1989	2053	2061	Calò, Fernando	Pfister, Max						xml-Trier	PDF Scan			
	ya01921	32061.5			attensus		Latinismi	A		attingere 			*attēnsus 'attento'	*attēnsus		*attēnsus	*attēnsus															"attento"	III - 2	28	1989	2061	2063	Calò, Fernando	Pfister, Max						xml-Trier	PDF Scan			
	ya01922	32063.44			attensus_attensa		Latinismi	A					*attēnsus/*attēnsa 'indugio, l'aspettare'	*attēnsus/*attēnsa		*attēnsus, *attēnsa	*attēnsus	*attēnsa														"indugio, l'aspettare"	III - 2	28	1989	2063	2064	Pfister, Max	Bork, Hans-Dieter						xml-Trier	PDF Scan			
	ya01923	32064.44			attentare		Latinismi	A					attentāre 'toccare, tastare'	attentāre		attentāre	attentāre															"toccare, tastare"	III - 2	28	1989	2064	2068	Sallach, Elke							xml-Trier	PDF Scan			
	ya01924	32068.07			attentatio		Latinismi	A					attentātio 'tentativo'	attentātio		attentātio	attentātio															"tentativo"	III - 2	28	1989	2068	2068	Sallach, Elke							xml-Trier	PDF Scan			
	ya01925	32068.24			attentio		Latinismi	A					attentio 'attenzione'	attentio		attentio	attentio															"attenzione"	III - 2	28	1989	2068	2071	Calò, Fernando							xml-Trier	PDF Scan			
	ya01926	32071.27			attentus		Latinismi	A		intentus 			attentus 'attento'	attentus		attentus	attentus															"attento"	III - 2	28	1989	2071	2077	Calò, Fernando	Pfister, Max						xml-Trier	PDF Scan			
	ya01927	32077.48			attenuare		Latinismi	A		tenuis 			attenuāre 'assottigliare, indebolire'	attenuāre		attenuāre	attenuāre															"assottigliare, indebolire"	III - 2	28	1989	2077	2080	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01928	32080.15			attenuatio		Latinismi	A					attenuātio 'indebolimento'	attenuātio		attenuātio	attenuātio															"indebolimento"	III - 2	28	1989	2080	2081	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01929	32081.13			attenuatus		Latinismi	A		tenuis 			attenuātus 'indebolito, diminuito'	attenuātus		attenuātus	attenuātus															"indebolito, diminuito"	III - 2	28	1989	2081	2081	Calabrò Fazio, Annamaria							xml-Trier	PDF Scan			
	ya01930	32082.01			attestari		Latinismi	A					attestārī 'testimoniare'	attestārī		attestārī	attestārī															"testimoniare"	III - 2	28	1989	2082	2083	Calò, Fernando							xml-Trier	PDF Scan			
	ya01931	32083.32			attestatio		Latinismi	A					attestātio 'testimonianza'	attestātio		attestātio	attestātio															"testimonianza"	III - 2	28	1989	2083	2084	Calò, Fernando							xml-Trier	PDF Scan			
	ya01932	32084.1			attestator		Latinismi	A					attestātor 'testimone'	attestātor		attestātor	attestātor															"testimone"	III - 2	28	1989	2084	2084	Calò, Fernando							xml-Trier	PDF Scan			
	ya01933	32084.21			atticismos		Latinismi	A					atticismos 'forma del dialetto attico, dialetto parlato nell'Attica'	atticismos		atticismos	atticismos															"forma del dialetto attico, dialetto parlato nell'Attica"	III - 2	28	1989	2084	2084	Licatese, Antonina							xml-Trier	PDF Scan			
	ya01934	32085.01			atticurges		Latinismi	A					atticurgēs 'fatto secondo lo stile attico'	atticurgēs		atticurgēs	atticurgēs															"fatto secondo lo stile attico"	III - 2	28	1989	2085	2085	Licatese, Antonina							xml-Trier	PDF Scan			
